title,num_en_stopword,num_long_vn_word,num_major_word,num_not_alphabet_word,num_only_one_letter,num_other_word,num_short_vn_word,views_count
Tất tần tật về Debugging cùng Xcode (P1),61,67,129,8,14,91,72,1434
Cryptography - Nó là gì và hoạt động như thế nào ?,5,264,143,0,3,53,158,2938
Tuốt tuồn tuột về HTTP Polling và SSE (Server-sent event).,2,171,107,0,6,50,114,990
Tìm hiểu về thanh toán trực tuyến,3,230,49,0,0,35,79,1923
Sử dụng Phusion Passenger 6 GLS (General Language Support) trên Elixir,40,33,48,0,2,57,39,57
Hoisting Javascript,12,31,74,0,0,66,22,281
Compose and Rails,6,60,78,0,1,17,32,132
Hướng dẫn build video call app sử dụng framework Easyrtc,0,19,30,0,0,11,17,399
So sánh ActiveRecord và Ecto (P1),17,90,127,4,1,210,49,138
Làm thế nào để chuyển sang nghề kiểm thử phần mềm ngay cả khi bạn đã già hoặc không có nền tảng IT?,4,262,15,19,2,15,118,1145
Review sàn giao dịch trao đổi mua bán tiền điện tử (cryptocurrency) Remitano,1,171,32,2,0,139,110,272
Sàn giao dịch tập trung (Centralized exchange) và sàn giao dịch phi tập trung (Decentralized exchange) là gì?,0,273,16,10,2,69,180,364
Sử dụng React Context,2,25,61,0,0,2,30,970
Ruby sử dụng bộ nhớ như thế nào?,2,334,75,3,0,12,115,155
Cuộc hành trình đi tìm tiếng họa mi bên trong những chuỗi khối - Ứng dụng phi tập trung (P1),5,223,104,0,21,91,120,288
Phần 3: Deep Learning cho Chatbot - Thiết kế generative Chatbot,12,144,121,0,1,111,146,1297
Làm thế nào để xây dựng 1 máy chủ WEB trên VPS Linux ???,0,153,61,26,1,48,133,841
Vim và cách xử lý những công việc mang tính lặp lại,4,129,54,0,0,10,149,413
[Xcode] Debugging with LLDB,3,125,97,0,12,70,95,341
TOP 8 XU HƯỚNG PHÁT TRIỂN ỨNG DỤNG WEB TRONG TƯƠNG LAI,6,254,84,17,0,56,75,2030
Constraint Layout performance,0,67,75,0,0,18,41,689
Ruby on Rails — Handling Data - Xử lý dữ liệu (part 1),2,95,33,0,1,11,30,93
Phần 2: Deep Learning cho Chatbot - Tạo một retrieval-based model Chatbot,23,288,254,5,36,239,239,1798
HTTP authentication in Ruby on Rails,8,241,264,4,0,80,86,634
JSON Web Tokens in Ruby On Rails,5,57,70,0,1,28,88,253
How to Make an Augmented Reality Application with Vuforia & Unity?,242,1,198,0,15,187,0,150
Làm thế nào để merge stream trong java 8,0,44,46,0,0,7,21,426
Phần 1: Deep learning cho Chatbot – Giới thiệu,41,291,106,2,9,120,132,3319
Thử nghịch ngợm với Fabric,3,40,36,2,1,58,41,297
Thuật toán NegaMax - Biến thể tối giản của MiniMax,0,39,17,1,3,23,32,1334
Tìm hiểu CSRF là gì? Cách phòng chống tấn công giả mạo,0,205,91,27,2,37,71,1605
Tối ưu việc load ảnh với RxJava,0,79,109,2,0,50,80,520
lateinit và lazy trong Kotlin,0,19,10,0,0,17,27,2414
Bitcoin Fork là gì và sự kiện BCH Fork,0,119,65,0,0,42,53,257
"Sàn giao dịch tiền điện tử (cryptocurrency) là gì? Top sàn trao đổi mua bán Bitcoin, Ethereum, Altcoin uy tín",1,240,29,9,0,130,143,440
Bảng Cheat-Sheet tham khảo cho Unit Test dễ dàng hơn,0,9,25,0,3,8,5,757
The A to Z Guide to Angular Lifecycle,819,0,567,15,39,446,0,296
Upload Files to Amazon S3 with Python,1,26,35,0,5,4,19,644
Cách hoạt động của Sessions trong Rails,2,171,124,0,0,20,57,472
Kĩ thuật đọc header của tập tin CSV có định dạng tiếng Nhật,0,33,50,0,2,22,75,326
Native App Development vs. Hybrid and Web App Building,256,1,276,3,35,212,0,132
[LINUX 101][Tản mạn] Linux và GNU có thực sự thân thiết với nhau ??? - Đằng sau những con người vĩ đại,5,345,97,0,8,167,160,1100
Khởi tạo ứng dụng với Angular 5 và Ruby On Rails,1,41,66,0,0,12,37,124
SSRF là gì? Cách phát hiện và ngăn chặn tấn công yêu cầu giả mạo từ phía máy chủ,0,103,25,0,0,11,40,1352
Hiểu hơn về BERT: Bước nhảy lớn của Google,15,504,115,0,55,281,348,5587
Getting Started Styled-Components,0,22,50,0,0,16,18,140
"Build a Rails app with MySQL, Docker, Docker Compose",5,72,200,0,10,59,71,1156
Hướng dẫn Deploy Rails App lên AWS EC2 kết hợp Nginx và Puma ( Part II),0,98,185,0,1,51,93,366
Handling Lifecycles với Lifecycle-Aware Components,1,26,62,0,0,26,9,526
[Kiến thức về Test (1)] Kiến thức cơ bản về test,0,248,118,0,0,15,64,3307
"Deploy ứng dụng Machine learning lên Web server. Phần 6: Dự báo đa bước, đa biến với LSTM - Keras - Python",5,54,39,0,1,57,30,755
Một transaction trong Ethereum được xảy ra như thế nào ?,10,134,177,0,3,138,108,1194
Một số cách để trang web chạy nhanh hơn,0,138,57,0,1,6,84,1246
BERT- bước đột phá mới trong công nghệ xử lý ngôn ngữ tự nhiên của Google,17,213,43,1,5,76,90,5468
Chia sẻ kinh nghiệm phát triển bản thân (Newbie),1,186,32,1,3,34,127,1201
Ứng dụng công nghệ Blockchain trong lĩnh vực bất động sản,0,214,19,6,0,6,56,643
iOS/Android Security Guideline (P1),0,114,89,9,0,41,38,401
Top 10 Enterprise Application Development Services & Integration Companies,542,0,309,0,18,479,0,78
Sự khác nhau giữa ICT và IoT?,9,185,33,0,0,35,47,899
Progressive Web App (PWA),531,0,270,7,45,425,0,280
Hệ thống nhận diện gương mặt hoạt động như thế nào?,2,585,6,1,28,46,249,12973
Các tính năng của Java 9 với các ví dụ,19,276,221,8,0,133,93,898
Tranfer Learning: part 1 Introduction,8,143,75,2,2,50,49,2168
"Sử dụng map, filter và reduce trong Javascript",0,97,71,0,1,5,71,6850
Một số điều bạn cần biết về Flexbox CSS,2,90,71,0,1,27,74,1043
Kotlin Android Extensions: Sử dụng View Binding đúng cách,14,42,68,7,0,40,33,297
React - Introducing Hooks,13,210,337,2,0,68,162,2913
Xử lý exeption trong biểu thức lambda,0,43,40,0,2,9,19,405
Understanding Software Requirements,299,0,196,18,35,230,0,212
[JavaScript] How Array.prototype.reduce() works?,1,34,73,0,4,83,24,291
Cùng tìm hiểu về nguyên tử của thế giới Front-End (Phần 2 - Density Independent Pixel),12,167,124,0,16,101,106,639
Laravel với Cassandra với Elastic Search,2,36,50,0,0,19,38,721
[Swift] - Custom Push Notification có hình ảnh trên iOS,1,42,70,4,0,47,31,975
Xây dựng thư viện cho Angular bằng Angular CLI,1,70,74,4,0,15,21,1140
Laravel 5.7: Approve New Registered Users from Administrator,2,96,60,0,0,32,43,1188
"Assert, Precondition and Fatal Error in Swift",8,63,28,4,3,44,32,327
Pyenv + Virtualenv: Cặp đôi hoàn hảo,0,87,40,0,0,13,30,1033
Tìm kiếm dữ liệu với TNTSearch Laravel,1,123,27,4,0,41,73,422
Giới thiệu Ant Design,6,31,68,1,2,48,17,4857
How to Develop a Blockchain Application for Android & iOS?,345,0,220,4,28,283,0,756
Làm thế nào để sử dụng cassandra với PHP 7.1,3,46,66,0,5,26,15,279
Tối ưu code giúp game chạy nhanh hơn.,3,137,45,0,1,45,65,702
4 phương pháp dùng để nhận biết device trên Web,0,129,109,7,0,31,42,806
Hyperapp - JavaScript micro-framework chỉ 1kB có gì,1,176,180,0,0,66,102,232
Learning Git with help of real world scenarios,0,81,127,0,3,21,38,113
Implements Google reCAPTCHA,2,108,109,0,9,48,89,635
"React Hooks, tại sao chúng ta nên sử dụng chúng",0,41,98,0,0,38,69,6555
Sử dụng java tạo websocket để tạo ứng dụng Chat,0,9,56,0,0,38,17,2070
Lựa chọn thư viện router cho React Native,0,113,107,0,2,23,59,1319
Điều hướng một Codebase Laravel mới,7,222,133,2,1,44,93,251
Một số ví dụ sử dụng Ajax,2,86,107,4,2,16,82,12147
Spring MVC và đứa em sinh sau đẻ muộn,1,158,155,1,4,22,88,2502
Sử dụng Pusher trong Laravel tạo thông báo realtime,3,48,108,0,1,27,21,3637
Làm việc với Java Collections một cách hiệu quả,1,178,80,0,2,32,98,825
Deploy to heroku in Django !!!(2018),147,0,172,9,11,103,0,306
Group chat với Laravel và Pusher,1,17,37,0,0,33,8,390
Bash Commands Guide,5,80,113,0,17,57,45,233
[cocos2dx] Những điều mới mẻ trong cocos2dx 3.17,0,63,30,0,5,31,24,349
Laravel: 20 Laravel Eloquent Tips and Tricks (Phần 1),21,52,48,6,5,46,31,507
Sử dụng docker để tạo môi trường Elasticsearch nhiều node,0,47,81,0,5,33,8,400
Java Annotation Processing (P.1),1,86,164,4,0,74,55,556
Tối ưu tổ chức folder dự án React,0,107,110,3,0,44,73,1799
5 WordPress theme tốt nhất cho Website Công Nghệ,0,109,27,0,1,37,16,414
Cấu trúc dữ liệu BIT – Binary Indexed Tree (Fenwick Tree),6,145,20,12,64,13,114,2138
Login với Redux-thunk và Axios trong React native,8,31,125,0,13,84,23,2903
"SOAP và REST, ASMX và WCF web service",2,84,97,0,0,67,31,1346
Giới thiệu về Android  TextClassification,0,87,40,0,0,26,40,188
Vue.js Server-Side Rendering với Nuxt.js[Phần 2],0,35,50,0,1,3,13,1257
Build Custom Logger với Tagged,0,43,88,0,1,34,58,99
Import Export Excel và lưu vào Database trong Laravel,1,53,78,0,0,25,34,4387
ArrayList vs LinkedList vs Vector,2,47,52,0,0,44,17,2086
Những tiện ích hay ho bạn nên dùng trong màn hình Terminal,0,109,29,0,2,29,68,398
Giới thiệu  về các design patterns hay được sử dụng trong java,8,184,179,0,2,67,95,3975
# Phân lớp bằng Random Forests trong Python,2,316,31,0,0,45,156,3111
Các công ty IT ngăn chặn việc source code bị lộ ra ngoài như thế nào?,4,187,74,0,0,9,79,2032
Thực hành Javascript ES6 Proxies,0,76,84,0,0,20,39,214
"Reactjs với Angular5 với Vuejs, bạn chọn gì?",5,247,103,3,0,47,64,3968
Phát triển ứng dụng Android - 34 điều tôi đã rút ra được kinh nghiệm,0,76,31,3,2,18,48,191
Một số tìm hiểu về Memory Leak trong ứng dụng Android,4,201,40,6,0,41,97,291
Javascript phần 3: Functions trong javascript.,7,404,88,0,2,39,406,896
Vài điều thú vị về Javascript,2,34,44,0,2,22,54,250
Một số mẹo sử dụng Kotlin cho Lập trình Android,1,146,59,0,4,10,69,404
Ràng buộc (Constraint) trong SQL,3,162,54,2,0,34,71,28034
Kotlin Android Extensions: Sử dụng View Binding đúng cách,0,27,57,0,0,25,26,655
"So sánh các cloud function AWS Lambda, Azure Functions và Google Cloud Functions",3,116,130,0,4,16,53,456
Giới thiệu một số tính năng hữu ích của AWS AppSync,0,92,72,1,0,25,40,313
10 Plugin WYSIWYG jQuery và HTML5 tốt nhất,0,162,57,0,2,56,67,1268
Reverse proxy với Traefik và Docker tích hợp tự động tạo SSL miễn phí,1,115,173,0,3,76,88,1329
Các khái niệm cơ bản về Grand Central Dispatch (GCD),36,99,146,4,7,61,171,789
Bắt đầu với ML cho một mobile dev - Part 1,0,114,17,0,1,27,84,274
Một số extension Visual Studio  Code  hữu ích  cho React Native,0,63,66,1,0,20,51,7689
3 cách để tạo  Accordions chỉ với CSS,4,55,54,0,1,31,30,231
Cài đặt HTTPS cho Website sử dụng WordPress,0,145,89,1,0,12,22,219
Một vài concepts để nâng cao kỹ năng React dev.,38,106,156,0,2,58,62,2067
Một số SASS(SCSS) Snippets hay cho Front End (Phần 1),0,14,35,0,0,18,12,211
Building a Modal Dialog with Vuex,0,30,33,0,0,11,15,206
Các câu hỏi phỏng vấn React Native (phần 1),2,73,180,2,5,34,39,4793
Tạo block Card trong Gutenberg,0,42,45,0,0,16,41,186
Elasticsearch dưới góc nhìn đơn giản hơn? (Phần 2),1,82,105,0,10,60,75,729
Webpack core concept - part 2.,13,32,94,2,1,43,39,119
Quản lý các asset tĩnh trong ứng dụng với đường dẫn tuyệt đối,0,106,53,0,0,23,32,666
Kafka là gì?,0,109,87,1,0,17,34,14223
Tối ưu hóa hình ảnh cho trang web,5,253,139,0,7,55,207,5627
Dropwizard - Hello world,1,78,74,0,0,49,68,331
Binary Search Trees in Swift,3,196,56,35,1,27,272,140
Getting Start with PyTorch,147,0,84,0,16,130,0,121
RxSwift - Bài 2 - Subjects (phần 1) -  PublishSubject,2,42,92,0,2,35,49,391
Jmeter cho người mới tìm hiểu P3,5,81,70,0,1,40,45,748
How to Create eCommerce Website in Magento,257,1,314,1,7,212,0,58
Agile for newbies (Part 1),366,0,201,5,38,291,0,90
Viết lại một thư viện dependency injection của Java bằng Kotlin,1,83,65,0,1,5,63,288
Giới thiệu về ECMAScript 6 (Phần 2),0,62,35,0,0,18,74,97
Phân trang trong Rails sử dụng gem pagy,0,24,19,0,0,11,16,600
Tạo sortable list với gem ranked-model và jquery-ui,1,26,42,0,0,33,10,189
Tại sao nhà sáng lập Rails tự động loại 80% ứng viên kỹ sư phần mềm,5,180,49,16,4,46,126,247
Các trình thông dịch Javascript và V8 engine: tìm hiểu và ứng dụng vào việc tối ưu mã nguồn.,3,257,118,2,33,68,202,541
Tìm hiểu mongo db,23,264,271,8,12,150,124,1378
Elasticsearch  - Backup And Restore,1,34,19,0,0,2,12,485
[Next.js Series] Part 2: Sử dụng component dùng chung và truyền dữ liệu giữa các page.,2,27,104,0,0,17,26,1567
Ai cũng có thể hiểu được Machine Learning 🤖👶Phần 1: Tại sao Machine Learning lại được quan tâm hơn bao giờ hết.,21,192,100,12,1,86,84,291
Tìm hiểu  WebRTC,3,88,78,1,2,49,49,814
Kiểm thử các tính năng thống kê trên phần mềm,3,575,227,16,2,68,231,953
How to Choose the Right Logistics Delivery Management Software?,128,0,85,2,2,130,0,38
Flutter : How to use Redux,9,66,79,0,0,25,26,2360
5 lý do để bạn nghiện sự đơn giản(Phần 1),5,84,27,4,0,31,49,164
Nâng cấp website của bạn với Breadcrumb Search Google,0,162,24,11,0,30,69,878
ListAdapter - Adapter tuyệt vời cho RecyclerView,0,80,78,0,1,55,46,1478
Next.js,0,140,132,0,2,22,64,2082
Đôi nét về goroutine,4,44,57,0,23,58,21,1156
Encryption and Signing using SHA-256 and RSA 2048,57,0,37,0,7,48,0,3546
QTP - HP Quick Test Professional - Giới thiệu và ứng dụng (Phần 1),4,248,71,18,9,78,118,2128
Android App Bundle trong IDE Android Studio 3.2,4,57,63,0,0,10,19,703
Một số câu hỏi phỏng vấn Android bạn nên lưu ý (phần 1),5,403,134,0,0,69,231,11921
Xây dựng một SVG Component trong React,1,74,102,0,4,33,40,756
React 16 có gì mới ?,0,56,58,0,0,17,41,318
Cùng tìm hiểu về biến trong JavaScript,0,92,23,0,0,7,116,4553
Optimize Font Awesome,15,62,92,2,4,29,37,347
Sử dụng gem Kaminari phân trang trong ứng dụng ruby on rails,1,58,29,0,0,34,43,554
Cách tạo 1 trang AMP cơ bản,0,26,16,1,0,10,16,313
Offline full-text search in Android,15,76,86,0,1,66,54,374
Mã QR là gì? Một số công cụ đơn giản giúp tạo mã QR,1,215,47,8,4,93,134,484
"Android clickable image icon, làm như nào cho chuẩn?",2,32,44,0,0,15,24,659
10 tính năng hữu ích của Github có thể bạn chưa biết???,0,121,95,2,9,32,79,1269
Facebook Graph API,1,216,119,0,1,50,129,5338
Con đường mà lập trình viên Android bước qua,0,115,185,0,0,31,41,1506
List of Top 10 Software Development Companies in India & USA,268,1,259,0,6,407,0,153
ASP.NET MVC Tip #20 – Sử dụng Unit Test Data Access,8,191,103,6,4,87,104,493
Hiểu rõ hơn về so sánh Object JavaScript,0,67,42,2,2,21,31,5289
Một vài thủ thuật CSS mà chính Frontend có thể còn chưa biết (Phần 6),0,34,46,0,1,16,24,2200
System Recovery - Một số mô hình phục hồi hệ thống,11,661,29,4,3,42,135,202
TDD and BDD – What’s the difference between them?,0,188,84,0,0,44,43,1174
Thiết kế chức năng synchronous và asynchronous autocomplete trong reactjs,2,76,83,0,0,15,58,315
Một số ví dụ của kỹ thuật kiểm thử Cause & Effect Graphing - Đồ thị nguyên nhân kết quả,1,110,20,3,10,40,72,451
GIT dành cho QA (P2),0,56,33,0,7,2,15,233
How to Reverse a String in Python (Translated),6,104,48,2,3,63,47,719
Tất cả mọi thứ bạn cần biết để bắt đầu học React,9,152,175,7,4,65,88,220
Một số thư viện trong RxSwift có thể giúp bạn đạt hiệu xuất lập trình cao,4,68,34,0,1,30,33,162
JSON Serialized Columns with Rails,0,13,25,0,0,25,16,173
Javascript Mixins,0,123,24,4,0,14,60,124
Khách hàng khó tánh. NO! jQuery!!!! P2 (END),2,10,19,0,1,19,13,198
11 Lời khuyên để chuẩn bị và vượt qua kì thi chứng chỉ ISTQB Foundation(CTFL) một cách dễ dàng nhất,7,330,26,10,4,80,246,2576
Bullet Gem - Check N + 1 query,0,50,53,0,8,45,30,128
Database Model: Trung tâm ngoại ngữ,1,366,28,30,5,97,291,1134
Tag một người dùng bằng symbol (@) trên app ruby on rails (Phần 2),1,54,40,0,4,23,99,49
Nói nhảm chuyện Vue hay React và Coding Style,4,134,121,0,1,63,145,2546
Xử lý kéo thả cell trên table view,0,33,39,0,0,55,55,196
Giới thiệu về React Hooks trong React 16.7-alpha,0,78,115,9,0,19,32,1096
OpenCV With Python Part 14 (Corner Detection ),0,88,6,0,3,9,38,965
Common Database Design Errors,4,378,131,5,0,53,208,87
Làm thế nào để upload Requirements sử dụng Microsoft Excel (HP ALM part 5),10,61,88,2,5,65,71,77
Tạo CSS animations bằng cách sử dụng sprite sheet,0,49,11,0,3,22,61,276
Giới thiệu công nghệ Hand Tracking,16,132,96,1,4,70,38,207
"Xây Dựng Real Time Chat With Laravel Broadcast, Pusher and Vuejs part 1",4,47,46,0,2,29,58,284
Phát hiện xâm nhập mạng bằng phát hiện bất thường dựa trên phương pháp SVM_Phần 2_Các phương pháp phát hiện xâm nhập mạng.,0,251,3,1,0,12,53,450
How to change placeholder color using Swift,4,26,77,0,2,34,22,458
Cơ bản về React Router ( Phần 3 ),1,17,23,0,0,9,10,180
Xây dựng ứng dụng web với Python + Flask Framework + Angular2 + DynamoDB - Phần 1,10,37,77,0,0,64,40,1502
Deploy create react app lên amazon s3,0,16,55,0,5,10,40,281
Xử lí bất đồng bộ trong javascript với async/await,3,53,77,0,0,11,56,554
PixiJS — The HTML5 Creation Engine,0,47,11,0,0,18,16,275
Tìm hiểu iterator trong javascript,0,17,23,0,0,3,15,242
Hiệu ứng chữ trôi vui vẻ với css3,0,29,13,0,0,3,29,427
Enact Framework Vui Vui,2,74,74,0,3,42,51,131
Các mẹo hữu ích giúp tạo thói quen tốt với một web developer,0,133,29,0,0,14,81,239
Accessibility Testing,272,1,147,3,8,249,0,60
10 thói quen của người quản lý dự án thành công,0,348,1,0,0,7,69,2324
"Lập trình socket, giao tiếp client và server bằng ngôn ngữ C (với giao thức TCP)",5,108,71,4,4,89,57,11962
The SOLID Principles,22,110,92,0,5,61,45,164
Docker: Kể từ đó họa mi không lo cài lại ubuntu nữa =)),0,120,101,0,4,20,79,5408
Tìm hiểu về Database testing,1,467,113,0,0,49,127,218
Làm việc với subject trong rspec - ruby on rails,2,26,51,0,0,11,31,198
Sử dụngYield trong ruby?,3,13,12,4,3,4,10,34
Giới thiệu về New Relic Insights,4,88,134,3,0,59,30,423
Creational Design Pattern,0,138,58,0,0,15,37,799
"Làm cách nào để xác định, theo dõi, báo cáo và xác thực số liệu trong kiểm thử phần mềm?",2,710,52,0,0,28,126,336
Customize di chuyển table view cell trong iOS,2,28,76,0,0,74,48,558
Làm quen ReactJS và Webpack,3,22,76,0,1,23,20,672
Làm thế nào để tự động deploy một ứng dụng Vue/React/Angular lên server?,0,60,125,0,0,21,47,2255
Các phương pháp hay nhất trong việc xác định Test Cases cho bộ kiểm thử hồi quy,5,379,44,0,10,30,111,292
[ActiveSupport::Concern]Một vài chia sẻ về concern trong Rails,1,24,47,0,0,38,22,91
"Viết code ""nghệ thuật"" - Phần 1 - Chương III (P4)",10,117,48,17,3,67,64,1171
"RxSwift: Phân biệt map, flatMap và flatMapLatest trong RxSwift",1,55,68,0,5,27,22,2060
Một số lưu ý bảo mật cần có cho app iOS,0,213,46,0,0,31,127,199
Activity diagram using plant-uml,0,4,10,4,0,7,11,203
Hướng dẫn lập trình Android TV (phần 2) - Tìm hiểu về BrowseSupportFragment,2,45,23,2,2,55,25,231
Tìm hiểu về Load Testing(Phần 1),18,226,144,0,0,31,64,678
Phone model mới nhất vs OS version mới nhất: cái gì nên được kiểm thử trước đây???,0,282,63,0,0,27,81,74
Create-React-App & Dotenv,0,29,31,0,0,16,27,1388
So sánh chuỗi trong python,7,140,28,0,5,17,97,5839
Hiểu về CSS Grid layout (Phần 1),0,48,47,0,0,17,66,491
Cải tiến BottomNavigationView trong Android,0,115,29,0,13,32,111,260
Unit Testing và tầm quan trọng của nó trong phát triển phần mềm,2,97,73,0,0,52,54,174
Android - Architecture Components  - Room database và Kotlin,0,92,62,0,1,15,53,563
Những công cụ test Security của ứng dụng - Phần 1,2,481,87,5,1,61,137,951
UizaSDK – Giải pháp xử lý video toàn diện,0,47,47,0,1,35,21,359
Capybara với Selenium và Chrome Driver trong Rails (Cài đặt),1,36,34,1,2,24,19,447
Sidekiq - Problem and Troubleshooting,48,46,103,0,9,118,54,93
Quản lý memory trong RxSwift sử dụng DisposeBag,0,87,125,0,0,100,83,826
Tạo một Token Based Authorization API đơn giản trong Rails,1,81,45,0,0,15,41,423
Tìm hiểu về Service trong android (Phần 2),0,280,303,1,0,182,172,1939
"Server Side Rendering, Client Side Rendering (Single Page Applications)",1,159,196,8,0,57,91,876
What is transaction?,2,206,84,2,19,41,100,2162
Tìm hiểu Bash Shell in Linux,9,73,66,0,3,48,67,1889
"Android Content Provider - P2: Implement, chia sẻ dữ liệu giữa 2 hoặc nhiều ứng dụng",5,80,87,0,13,34,20,2015
Top Augmented Reality App Development Companies For Your Business,485,0,245,7,27,481,0,128
Deploy app test trên smart TV sử dụng hệ điều hành Tizen.,4,61,101,8,5,103,43,1043
Một Số Thủ thuật với Eloquent trong Laravel (Phần.2),1,12,14,4,2,11,11,65
Blockchain - Góc nhìn từ cuộc sống,5,179,39,0,0,19,81,301
Manage maintenance mode with capistrano and turnout,3,43,78,0,0,29,26,82
Một số trick khi lập trình với Kotlin phần 1,0,44,85,0,0,40,41,248
Code React Native Không Cần IDE Hay Text Editor,4,69,85,0,4,31,29,677
Generate Excel Spreadsheets with Rails and the Axlsx Gem,55,68,114,18,11,103,58,241
Một số câu hỏi có thể gặp khi phỏng vấn Frontend Developer ( phần 3 ),3,47,40,0,0,10,59,7608
Những điểm khác biệt giữa SQL và NoSQL,2,296,140,0,0,49,105,7648
Material Design Basics - Motion,2,216,35,0,1,55,97,111
13 Simple Rules for Good Coding,18,227,186,3,5,49,155,138
Làm thế nào để triển khai trang web trên Custom Domains sử dụng Cloudflare và Github?,0,161,75,2,3,55,67,334
Gửi mã OTP đến điện thoại để xác thực User sử dụng Twilio,0,38,26,0,0,26,21,716
Web Application Testing: 8 bước kiểm để test Web App,2,361,87,0,0,35,74,2317
Làm thế nào để tạo Requirements Traceability Matrix (RTM) - Phần 1,4,464,85,42,4,87,171,1560
Sử dụng v-model để tùy chỉnh Component trong Vue.js,0,25,18,8,1,23,14,851
iOS Best Practices: Swift Code Style,0,48,31,1,0,12,32,392
Usability Testing - Kiểm tra khả dụng: Là gì? Tại sao? & Như thế nào?,0,484,8,2,1,10,71,795
Tại sao tôi chọn MVVM thay vì MVP,0,124,60,0,2,33,30,2120
Vai trò của Technical Test Analyst trong Review,0,377,69,0,0,40,123,100
Tạo Blog Cá Nhân Với Github Pages và Hexo.,1,55,115,0,0,23,38,1375
Tôi đã tự học lập trình như thế nào,4,184,58,0,3,29,198,3661
Sự thấu hiểu nhau trong testing,0,172,116,4,0,8,32,65
"UX Best Practice: Hack não người dùng để làm cho trang web và ứng dụng của bạn ""cảm giác"" nhanh hơn",0,187,51,0,0,23,165,4470
"Net Core API Project With EF6 code first, Responsitory Design Partern - P7 - Deploy With Centos",1,32,98,0,4,22,22,213
Lodash Cánh tay phải đắc lực cho Javascript,2,58,53,0,3,29,26,240
Giới thiệu về Selenium Webdriver - Selenium Tutorial #8,1,258,148,0,1,25,63,2984
Làm thế nào để sử dụng Laravel với Socket.IO,2,70,81,0,0,41,32,2793
Google Cast - Tạo ứng dụng đa phương tiện thông minh,0,132,133,0,12,77,53,347
Debounce và Throttle trong Javascript,0,39,38,0,4,20,49,4197
Tìm hiểu Blazor components,0,150,141,0,5,16,37,331
Rails Custom URLs using Descriptive Slugs,3,44,73,0,1,35,35,225
"Hướng dẫn cài đặt Elixir, Erlang xử dụng thư viện ASDF",0,45,26,0,0,17,35,113
Xây dựng web Progressive Web Application (PWA) với Nuxt.js,0,71,91,4,0,18,27,1246
Tìm hiểu về API,3,129,154,0,0,88,31,1265
Component design cho React native dưới cách nghĩ của Designer và Engineer (phần 2),10,74,135,0,0,45,25,79
Swift Knowledge Base updates for Swift 4.2,3,104,45,0,2,52,42,61
Reload giao diện Realtime trong lập trình iOS (Phần 2),1,62,36,0,3,11,18,68
Đăng nhập bằng Facebook với PHP,1,36,23,0,0,15,17,3743
Tự học kiểm thử tự động với Appium- Giới thiệu Appium và hướng dẫn cài đặt (Phần 2),6,241,207,24,1,78,116,998
[Selenium Webdriver] Capture Screenshot With Example.,1,43,47,0,4,17,55,424
So sánh phương thức get và post,0,188,138,1,3,27,109,5983
HTML 5 Web Worker: những điều cơ bản,1,322,379,1,2,41,194,935
"What is Difference Between Test Plan, Test Strategy, Test Case, Test Script, Test Scenario and Test Condition?",2,250,90,12,3,25,58,480
Contact in Android,3,186,64,0,0,81,113,803
Xậy dựng job queue trên Node.js bằng Kue,8,114,177,0,5,118,82,4384
Performance Best Practice: Sử dụng React và Preact phiên bản PWA để nâng cao hiệu suất trang web đặt phòng khách sạn Treebo,5,698,431,10,25,199,479,1367
Tìm hiểu trình biên soạn văn bản trên dòng lệnh VIM,3,168,68,0,1,21,129,1369
Top 10 nền tảng phát triển thương mại điện tử 2018 (Phần 2),1,284,97,0,1,86,76,1062
"Xử lý Text trong javascript( basic concept về Range, selection, document.execCommand)",0,80,55,0,5,57,69,491
Sử dụng Google drive api trong Rails,4,13,48,0,1,75,8,286
VueJS - Computed property và các trường hợp sử dụng trong thực tế,0,104,80,0,2,22,70,234
Hiểu Scope và Context trong JavaScript,0,232,79,2,0,17,153,2399
Function decorator trong Python,0,83,128,0,0,24,47,880
Internet of Things (IoT),5,235,11,0,0,34,83,722
Tổng quát về Metaprogramming trong Ruby,0,112,244,0,2,70,127,415
16 khái niệm Javascript cần phải nắm rõ - Phần 3: Javascript variable scope và hoisting trong Javasscript,2,116,45,0,0,37,83,258
Những điều cơ bản cần biết về nodejs,0,154,110,0,3,16,62,1141
Cách để khắc phục thử thách khi kiểm thử dự án Agile,0,319,65,5,0,7,55,101
Tránh race condition trong Swift,2,133,86,0,0,59,90,109
Fast JSON API trong Ruby On Rails,1,57,29,0,1,22,15,325
Data visualization trong Machine Learning - Phần 1,0,179,54,1,12,26,50,2961
The Top Web Development Frameworks in 2018,3,357,173,0,0,32,75,757
Xây dựng chức năng multiple email cho một tài khoản người dùng trong Devise,2,131,152,0,4,35,68,105
"Bạn sử dụng công cụ nào để code? Atom, Sublime text hay Visual studio code?",0,224,162,0,0,34,135,5524
[iOS] Một số key trong swift,1,16,46,0,0,22,41,565
Xây dựng Page động với KnockoutJs,0,85,78,0,0,28,35,265
Cancel nhanh gọn đồng thời nhiều coroutine,1,25,14,0,1,15,25,61
Mẹo & thủ thuật Gradle,2,145,54,0,0,28,38,176
7 Bước để thực thi Paging trong Android,0,94,58,0,0,55,54,891
"Interface Testing là gì? Phân loại, chiến lược và công cụ?",3,387,309,1,0,62,96,622
